('653', '654'), 115.35016696629962
('589', '610'), 114.26666666666668
('505', '538'), 102.5845238095238
('597', '602'), 98.12636381568709
('597', '635'), 98.12636381568709
('18', '251'), 95.37131398013744
('107', '251'), 65.53798064680413
('182', '47'), 63.15498137483434
('464', '475'), 58.806794839147784
('653', '658'), 55.497595158464705
('654', '658'), 54.86609886873045
('237', '52'), 50.65833333333333
('119', '8'), 48.746836496836494
('532', '574'), 46.22727272727273
('536', '552'), 45.227272727272734
('652', '657'), 39.12630351357478
('211', '8'), 22.76673326673327
('224', '61'), 13.75
('185', '207'), 13.0
('610', '611'), 4.833333333333333
('660', '662'), 4.73015873015873
('465', '556'), 4.0
('278', '285'), 2.0
