LENGTH,MODULARITY,HIGHEST-MODULARITY
32,0.8212353015705662,0.8367725099775889
33,0.8206066741711661,0.8367725099775889
33,0.8206066741711816,0.8367725099775889
33,0.8206066741711661,0.8367725099775889
34,0.8183906407613379,0.8367725099775889
34,0.8183906407613311,0.8367725099775889
35,0.8171358225028837,0.8367725099775889
36,0.8164609008376461,0.8367725099775889
37,0.8157957253336567,0.8367725099775889
38,0.81536323942904,0.8367725099775889
38,0.815363239429047,0.8367725099775889
38,0.81536323942904,0.8367725099775889
39,0.8139549191312179,0.8367725099775889
39,0.8139549191312154,0.8367725099775889
39,0.8139549191312179,0.8367725099775889
40,0.8099845766998415,0.8367725099775889
40,0.8099845766998461,0.8367725099775889
41,0.8085957487244625,0.8367725099775889
41,0.8085957487244672,0.8367725099775889
